0.0330156,0.419983,0.0104057
0.574911,0.63137,0.554438
0.749183,0.661162,0.84632
0.927778,0.743066,0.915925
0.932693,0.801038,0.91746
0.952027,0.813858,0.93197
0.962673,0.851249,0.945447
0.972696,0.868786,0.953996
0.973368,0.889316,0.961194
0.976766,0.900709,0.961194
0.976766,0.908084,0.964224
0.97838,0.918834,0.970186
0.978837,0.919138,0.970186
0.978837,0.926145,0.970186
0.97938,0.926727,0.970186
0.979954,0.936769,0.970911
0.980967,0.939098,0.971594
0.980967,0.940063,0.971594
0.980967,0.944325,0.971594
0.980967,0.946808,0.971594
0.981283,0.948691,0.971594
0.981951,0.948691,0.971594
0.981951,0.948691,0.971594
0.981951,0.948691,0.972608
0.982369,0.950817,0.972608
0.983154,0.950817,0.973452
0.983974,0.951112,0.973744
0.9848,0.951426,0.973744
0.984948,0.951426,0.974531
0.984948,0.951859,0.974728
0.984948,0.951859,0.974728
0.986184,0.951859,0.974728
0.986438,0.951859,0.975236
0.986438,0.951859,0.9758
0.987457,0.954082,0.9758
0.989328,0.954322,0.976505
0.990912,0.956541,0.976505
0.992321,0.959147,0.978716
0.992321,0.964306,0.980172
0.992409,0.964306,0.980172
0.992409,0.969047,0.980172
0.992907,0.970329,0.980172
0.992907,0.970586,0.982186
0.992907,0.970586,0.982186
0.992907,0.972295,0.982186
0.992907,0.972295,0.982186
0.992907,0.972359,0.982186
0.992907,0.972359,0.982386
0.993416,0.973087,0.982386
0.993416,0.978316,0.983051
0.993416,0.978316,0.983051
