0.476496,0.582788,0.406803
0.702758,0.693239,0.767937
0.891746,0.765678,0.930177
0.94896,0.801719,0.94292
0.957866,0.842012,0.950204
0.968071,0.855726,0.957194
0.974502,0.880528,0.961783
0.982117,0.904587,0.966423
0.982686,0.914803,0.970218
0.983544,0.927123,0.970218
0.983544,0.929782,0.972557
0.984795,0.934102,0.975712
0.984841,0.934543,0.975712
0.984841,0.940121,0.975712
0.984895,0.940403,0.975712
0.986184,0.945629,0.975955
0.986833,0.948332,0.976514
0.986833,0.951962,0.976514
0.986833,0.953364,0.976514
0.986833,0.956183,0.976514
0.988078,0.956683,0.976514
0.988186,0.956683,0.976514
0.988186,0.956683,0.976514
0.988186,0.956683,0.977226
0.98861,0.956956,0.977226
0.989634,0.956956,0.977982
0.990065,0.95911,0.979094
0.990162,0.96043,0.979094
0.990495,0.96043,0.979193
0.990495,0.963241,0.97932
0.990495,0.963241,0.97932
0.991291,0.963241,0.97932
0.991606,0.963241,0.980045
0.991606,0.963241,0.982573
0.992316,0.966393,0.982573
0.993344,0.969644,0.984437
0.994479,0.970127,0.984437
0.99477,0.971531,0.985763
0.99477,0.974103,0.987385
0.995097,0.974103,0.987385
0.995097,0.977549,0.987385
0.995253,0.978752,0.987385
0.995253,0.979804,0.988438
0.995253,0.979804,0.988438
0.995253,0.979974,0.988438
0.995253,0.979974,0.988438
0.995253,0.98123,0.988438
0.995253,0.98123,0.989778
0.995404,0.983322,0.989778
0.995404,0.985962,0.990063
0.995404,0.985962,0.990063
