0.543008,0.434079,0.721153,0.220857,0.204921,0.544169,0.0156877,0.255411,0.65178,0.26592,0.338533,0.298298,0.0411157,0.515754,0.398525,0.715596,1.1962e-08,0.380936,0.320901,0.434794,0.189793,0.356935,0.135515,0.414579,0.210341,0.520965,0.613173,0.120968,0.259073,2.74144e-08
0.543008,0.434079,0.721153,0.424753,0.539681,0.544169,0.702066,0.359291,0.65178,0.358323,0.417178,0.476343,0.498844,0.515754,0.398525,0.715596,0.571989,0.404387,0.448128,0.434794,0.368553,0.356935,0.513433,0.414579,0.259648,0.520965,0.613173,0.57879,0.259073,0.696647
0.543008,0.497952,0.721153,0.730314,0.539681,0.544169,0.702066,0.796551,0.65178,0.83394,0.562702,0.476343,0.498844,0.515754,0.692798,0.715596,0.571989,0.62209,0.451501,0.4926,0.368553,0.413675,0.513433,0.414579,0.460385,0.520965,0.613173,0.57879,0.590218,0.696647
0.838675,0.872211,0.721153,0.730314,0.854178,0.70008,0.702066,0.796551,0.65178,0.83394,0.562702,0.748035,0.581859,0.56461,0.692798,0.715596,0.571989,0.62209,0.75572,0.742815,0.909757,0.611813,0.513433,0.497427,0.460385,0.520965,0.613173,0.57879,0.590218,0.696647
0.838675,0.872211,0.721153,0.730314,0.854178,0.70008,0.702066,0.796551,0.81381,0.83394,0.832308,0.748035,0.745222,0.772027,0.692798,0.715596,0.752364,0.699706,0.75572,0.742815,0.909757,0.611813,0.623241,0.713811,0.829471,0.579375,0.613173,0.57879,0.590218,0.696647
0.838675,0.872211,0.761693,0.730314,0.854178,0.789445,0.767235,0.796551,0.81381,0.83394,0.832308,0.748035,0.745222,0.772027,0.90195,0.759908,0.752364,0.788961,0.75572,0.742815,0.909757,0.701462,0.623241,0.713811,0.829471,0.856978,0.687129,0.86322,0.728259,0.696647
0.838675,0.872211,0.761693,0.742783,0.854178,0.789445,0.767235,0.796551,0.81381,0.83394,0.832308,0.795456,0.81593,0.772027,0.90195,0.759908,0.775943,0.788961,0.75572,0.857489,0.909757,0.811744,0.887035,0.767977,0.829471,0.856978,0.855034,0.86322,0.728259,0.851719
0.838675,0.872211,0.761693,0.755452,0.854178,0.789445,0.767235,0.796551,0.81381,0.83394,0.832308,0.795456,0.81593,0.772027,0.90195,0.769547,0.775943,0.788961,0.811015,0.857489,0.909757,0.811744,0.887035,0.767977,0.829471,0.856978,0.855034,0.86322,0.866349,0.851719
0.838675,0.872211,0.761693,0.758929,0.854178,0.789445,0.767235,0.796551,0.81381,0.83394,0.832308,0.795456,0.81593,0.772027,0.90195,0.856146,0.775943,0.788961,0.811015,0.857489,0.909757,0.815219,0.887035,0.924309,0.829471,0.856978,0.855034,0.86322,0.866349,0.851719
0.838675,0.872211,0.761693,0.802794,0.854178,0.789445,0.767235,0.796551,0.81381,0.83394,0.832308,0.795456,0.81593,0.772027,0.90195,0.856146,0.775943,0.788961,0.811015,0.857489,0.909757,0.938685,0.887035,0.924309,0.918438,0.856978,0.855034,0.86322,0.866349,0.851719
