0.721153,0.715596,0.613173
0.721153,0.715596,0.696647
0.83394,0.715596,0.696647
0.872211,0.75572,0.909757
0.872211,0.832308,0.909757
0.872211,0.90195,0.909757
0.872211,0.90195,0.909757
0.872211,0.90195,0.909757
0.872211,0.90195,0.924309
0.872211,0.90195,0.938685
0.872211,0.90195,0.938685
0.872211,0.90195,0.938685
0.872211,0.90195,0.938685
0.872211,0.982381,0.938685
0.872211,0.982381,0.938685
0.872211,0.982381,0.938685
0.942118,0.982381,0.938685
0.942118,0.982381,0.938685
0.942118,0.982381,0.938685
0.942118,0.982381,0.938685
0.942118,0.982381,0.938685
0.942118,0.982381,0.938685
0.961536,0.982381,0.938685
0.963065,0.982381,0.94503
0.963065,0.982381,0.94503
0.963065,0.982381,0.94503
0.963065,0.982381,0.971821
0.963065,0.982381,0.971821
0.963065,0.982381,0.971821
0.963065,0.982381,0.971821
0.963065,0.982381,0.971821
0.963065,0.982381,0.971821
0.963065,0.982381,0.971821
0.963065,0.982381,0.971821
0.982737,0.982381,0.971821
0.982737,0.982381,0.971821
0.982737,0.982381,0.971821
0.982737,0.982381,0.971821
0.982737,0.982381,0.971821
0.982737,0.982381,0.971821
0.982737,0.982381,0.971821
0.982737,0.982381,0.971821
0.982737,0.982381,0.971821
0.982737,0.982381,0.971821
0.982737,0.982381,0.971821
0.982737,0.982381,0.971821
0.982737,0.982381,0.971821
0.982737,0.982381,0.971821
0.982737,0.982381,0.971821
0.982737,0.982381,0.971821
0.982737,0.982381,0.971821
